profileLink,userId,userName,userSkills
"https://medium.com/@wbeltranc,https://medium.com/@allo.mwirigi,https://medium.com/@tareq-rafed22,https://medium.com/@rohit-bhati-96995,https://medium.com/@piyushmaurya23,https://medium.com/@SolamanRaji,https://medium.com/@gk.mr,https://medium.com/@mhshifat757,https://medium.com/@germanmtz,https://medium.com/@mirumeelabs","49be4174152f,72e96e729b76,345171ff2e5c,138baf59f562,dbce93400e52,37beadbfc8f6,d8509dae6e3a,213c1ecb5dcb,5c84d74f5c8e,bd1b9b4889ff","BeltranC,Allan Mwirigi,Tareq Rafed,Rohit Bhati,Piyush Maurya,Solaman Raji,GK,Mh Shifat,German Martinez Solis,Mirumee Labs","Experto en desarrollo web con experiencia en PHP, Laravel, Symfony, Zend Framework, .Net, C#, Javascript, Magento, ReactJS, Django, Node.js, y diseño de UI/UX.,Software Developer (Android | Node.js | React.js | Django | Angular). Cloud Computing and IoT and Enthusiast,A software Engineer, published some projects, using ReactJs, Django, Flutter and Unity!,I am a Full-Stack developer (ReactJS + Django).,ReactJS | Flutter | Django | Volunteer@bangpypers,Python Enthusiast | Like to work on web applications using latest web technology like Python, Django, ReactJS | Want to learn Data Science, Machine Learning, AI,So Called : Engineer — Well knowns : Linux, Shell, Python, Django, ReactJs, React Native, Java, DevOps, Network & Infor. Security. First few steps: ML, DL, BC,C | Python | Django | ReactJS | Flutter Android Developer | Linux | Machine Learning and Computer Vision Enthusiast,Javascript/Python developer , le vengo manejando lo que es Reactjs, Polymer, Django, Nodejs bash scripting llevele llevele :V,We're a team of trusted developers specializing in quality and innovative web development. We build , and ,. We ❤️ #Python #Django #ReactJS #UX"
